product_id,title,description,brand,category
57,"Specialty Paper: Craft Perfect Satin Mirror Cardstock 8.5""X11"" 5/Pkg-Black Velvet","Add sophistication and sparkle to your scrapbook pages, greeting cards, gifts and papercraft projects with beautiful satin finish mirror cards! This package contains five 8.5x11 inch sheets. Available in a variety of colors. Each sold separately. Acid and lignin free. 92lb cardstock. Imported.",,
58,"PPS Direct Ignition Coil - Yamaha, Arctic Cat - 36-8409","FEATURES Direct OEM-style replacement. Pure copper windings prevent internal shorts and dielectric failure. High-dielectric moldings pulled into vacuum eliminate air pockets, moisture, and thermal breakdown. Validated to OE ignition module profiles to ensure complete OE form and function. Non-recycled thermoplastic housing withstands extreme heat for superior durability. Thermal shock tested at temperatures from +125C (257F) to –40C/F up to 72 hours. Consistent spark energy for smooth engine performance and reduced emissions. Premium quality tube and end seal materials protect against dielectric leaks and prevent engine misfires. FITMENT Yamaha 2016 YXZ1000 EPS 2017 - 2025 YXZ1000R (All Models) Arctic Cat 2018 - 2024 Wildcat (All Models) OEM REFERENCES 2HC-82310-00-00 - Yamaha 3021-930 - Arctic Cat ABOUT PPS ignition coils are engineered to meet or exceed OEM specifications using only the best quality windings, circuitry, plastics, and epoxies. All PPS products are subjected to rigorou",,
59,RENOLD Chain-16B-1BLUE-10FT,Specifications: Brand RENOLD MPN 16B1X10FT Length 10 Feet Pitch 1 Inch Rows Simplex Weight (kg) 8.39,,
60,Oxford Indicator - Rectangle Long - Black (Pair),"Long stem Rectangle Mini LED replacement indicators. Features 9 super-bright LEDs Compact and stylish design Weatherproof Sealed-for-life for greater longevity Includes 2 resistors to control flash rate on most motorbikes Specification: 12V, 1W Instructions included E-marked for front and rear use M8 bolt - thread pitch 1.25mm Size: 95mm (L) x38mm (W) x 33mm (H)",,
61,ACR39U-NF PocketMate II USB-C Smart Card Reader,"ACR39 PocketMate II with USB Type C Connector represents an ACS new paradigm. No larger than a USB stick, this smart card reader is capable of supporting demanding smart card applications using full-sized contact smart cards. It provides value and reliable functionality to meet your security needs. Item Dimensions: Width: 1.91 centimeters, Height: 1.27 centimeters, Length: 5.71 centimeters Item Package Dimensions: Width: 4.1 centimeters, Height: 6.6 centimeters, Length: 1.8 centimeters Attribute Value connectivity technology USB Type C item package quantity 1 brand ACS item type keyword computer-memory-card-readers hardware interface usb part number ACR39U-NF color White item package weight 0.01 item length width height customer package type Standard Packaging manufacturer ACS model number ACR39U-NF supplier declared dg hz regulation not_applicable gpsr safety attestation True batteries required False product site launch date 2/24/2017 9:48:10 PM compatible devices Printer batteries in",,
62,Nepro HP Strawberry (220ml),"Nepro HP Nepro HP is a 1.8kcal/ml, energy dense, oral nutritional supplement and tube feed, for use as a sole source of nutrition or as a nutritional supplement for patients with; Chronic or acute kidney disease who are on haemodialysis or continuous ambulatory peritoneal dialysis (CAPD) Cirrhosis Those with other conditions requiring a high-energy, low electrolyte, low volume enteral feed Nepro HP contains modified micronutrient levels and a slow release carbohydrate blend, which may aid the control of blood glucose levels. Nepro HP is available in a 220ml recloseable plastic bottle which comes in strawberry and vanilla flavours, and is also available in a 500ml Ready to Hang bottle. Product Name Suitable for Kosher diets Suitable for Halal diets Suitable for vegetarians Clinically lactose-free Gluten free Nepro HP** Vanilla only OK (1) OK (2) OK OK Strawberry flavour contains E120 (cochineal) which some people may consider to be a meat product. Vitamin D is synthesised from cholester",,
63,Fabric Sofa Washing Machine Household Small All-in-one Multi-function,Product information: Color: Standard edition Rated Voltage: 111V ~ 240V (inclusive) Rated Power: 450W Reservoir fluid capacity: 1-2L (including) Packing list: 1*Deluxe edition (plug-in type) 1*US standard 110V plug Product Image:,,
64,"PATIKIL 6 Pcs Desk Call Bell 2.5"" Dia with Metal Anti-Rust Construction Blue/White","About this item Material: Metal, Color: Red/White, Overall Size: 6.4 x 4.4 cm / 2.52 x 1.73 inch (Dia*H), Packing List: 2 Pcs x Call Bell Bright Sound Metal Desk Bell—The desk bell is made of all-metal material, is rust-proof, is durable, and is easy to carry. You only need to gently press the top button to sound a bright bell that most people can hear. The sound is soft and will not disturb you. Stable & Easy to Clean—The service bell's stable metal base can be placed on a flat table or floor. To remove fingerprints, you only need to wipe it with a cloth. Application—The front desk bell can be used in restaurants, offices, hotels, shops, reception areas, classrooms, teacher bells, etc. You can also use it for store decoration bells, game reminder bells, restaurant call bells, pet training bells, etc. The desktop call bell is also suitable for people in bed to ask for help. Instruction - Do not cover the bell‘s body when ringing the desktop bell.",,
65,Multi-Purpose Transparent Glue Sticks for Craft and Art Decoration (10 Pcs Set),,,
66,"POWERTEC Miter Saw Stand with Wheels, Collapsible and Portable Tool Stand with Systematic Tool Storage Trays, 330Lbs Load Capacity and Quick-Release Mounting Brackets, Miter Saw Accessories (MT4008)","Brand: POWERTEC Features: INCLUDES: (1) Collapsible Miter Saw Stand (Rolling wheels included) FUNCTION: A hassle-free and practical workstation stand for miter saws, planers, chop saws and other bench top-tools - supports a 330 lbs maximum weight capacity FEATURES: Portable design with super-grip 6.75” rubber wheels, a built-in carrying handle, spring-loaded locking legs for easy set-up and break down, integrated high precision stops, and universal quick-release mounting brackets that work with most miter saws TOOL MANAGEMENT: Increase work efficiency with the two conveniently placed, snap-in tool organizer trays for instant access PREMIUM BUILD: This miter saw stand with wheels is constructed out of lightweight, anodized aluminum for optimal corrosion and scratch resistance, while possessing industrial strength durability Binding: Home model number: MT4008 Part Number: MT4008 Details: Introducing the Deluxe Rolling Miter Saw Stand by POWERTEC. This heavy duty stand was designed to pro",,
67,Tanning Dead Skin Remover 100 ml ( Pack of 2 ),,,
68,"Cable Housing 40""",outer casing less cable,,
69,"HOMCOM End of Bed Bench, Window Seat, Tufted Bench for Bedroom, Hallway, Living Room, Cream White","Get comfy with this bedroom bench from HOMCOM. Breathable linen-touch fabric and button-tufted detail add vintage glamor to your house. Its compact size is great for any room, whilst its button-tufted design gives a vintage look and will match your décor. This bed end bench serves more than a purpose and is useful to have in your home. Features: Classic eye-catching furniture that will match with your home décor Button tufted design and fluted legs offers a vintage look Soft cushioned seats with linen-touch fabric for extra comfort Attached non-skid foot caps can prevent scratches to your floor Maximum load 120kg, assembly required Specification: Colour: Cream White Material: Linen-touch polyester and rubberwood Dimensions: 43H x 80W x 40Dcm Thickness of cushion: 12cm Legs: 31H x Φ4.5cm Weight capacity: 120kg Item label: 838-160CW Package Includes: 1 x Bench 1 x Manual",,
70,"Auto Car Back Seat Headrest Universal Tablet Mounting Holder, Size:9.5-14.5 inch Tablet","Features: 1.Made of high quality ABS and aluminum alloy, durable and strong. 2.Mount is easily installed and doesn't require the use of any tools. 3.Adjustable and extendable to your optimal viewing angle. 4.360 degree rotation, to set your devices vertically or horizontally. 5.You can adjust the length of retractable aluminum pole according to your car back seat. 6.Extended holder locks in place to ensure atight clamp on back seat. 7.Chair back splint bracket suitable for iPad and any other 7-11inch tablet PC. 8.Enjoy yourself with the mount in the car, such as watch movies, play games.",,
71,Sender Polar FlowLink,"Mit diesen Vorschlägen, die Jung und Alt begeistern werden, ist der Sommerspaß garantiert! Kaufen Sie Sender Polar FlowLink ] und genießen Sie Ihre Freizeit! Anschlüsse: USB x 1 USB Art: Sender Farbe: Schwarz Material: Kunststoff Merkmale: Wireless LED-Betriebsanzeige Geschlecht: Unisex-Erwachsene",,
72,Cameo Combination Wardrobe - Stone White,Cameo is a beautiful stone white lacquered bedroom range. Its timeless shaker design is the perfect accompaniment to any interior style and is perfect for grown-up bedrooms and children's bedrooms alike. Solid pine frames ensure a sturdy and durable construction. The Cameo 2 door wardrobe includes an internal shelf above the hanging rail. Stone white lacquered finish Solid pine frame for sturdy and durable construction Two doors + internal shelf Part of Julian Bowen's Cameo bedroom range Internal Shelf Dimensions - 82cm W x 41cm D Dimensions Width Depth Height 94cm 52cm 182cm,,
73,Jaguar PRO Gear - Flexible Hard Plastic Training Rubber Sai Black,"🐯 The hard plastic material is firm but flexible, so the sai will bend if you poke someone but spring back to its original shape when they ask you to stop. 🐯 Its safety feature also makes the black rubber sai a wise choice for young children, who often lack the grace, coordination, and sound judgment of adults. 🐯 Made of Durable Hard Solid Plastic, Great for beginning students 🐯 Handle with shock absorbing and antiskid hand, no sharp edges 🐯 Small 14"" approx. - Large 20"" approx. - Sold as a pair - Athlete approved and coach certified.",,
74,Bairds Black Malt (Milled),"Please allow time for us to mill and pack your malt up, if collecting from store we will email you when ready. If you want this milled with other malts please use the ""Bag It Up Together"" notification or place a comment on the order. Black malt is darker than Chocolate malt and has strong burnt coffee, char and astringent flavors. A very small quantity gives a deep red color to beer, otherwise the color addition is black.",,
75,Dell 02R713 100 / 200GB LTO Ultrium 1 LVD Tape Drive,Product Description Dell 02R713 100 / 200GB LTO Ultrium 1 LVD Tape Drive Product Condition: Refurbished General Information Product Type Tape Drive Technical Information Tape Drive Type LTO Compressed Storage Capacity 200 GB Native Storage Capacity 100 GB Physical Characteristics Form Factor Internal Miscellaneous Compliance Standards RoHS Eco Friendly Yes,,
76,"Bluetooth Sleep Headband – Wireless Headphones, Built-In Speakers, Comfortable Fabric, 10-Hour Battery Life","Introducing the Bluetooth Sleep Headband – Your Ultimate Wireless Audio Solution Experience unmatched comfort and high-quality sound with the Bluetooth Sleep Headband , designed for seamless listening during sleep, workouts, or relaxation. Featuring ultra-thin HD stereo speakers and Bluetooth 5.0 connectivity, this headband offers a tangle-free, comfortable alternative to traditional headphones or earbuds, ensuring an uninterrupted audio experience in any setting. Key Features: 🎧 Built-In HD Stereo Speakers Enjoy crisp, high-fidelity sound with ultra-thin Bluetooth speakers integrated into the soft fabric. Perfect for side sleepers and those who need a comfortable, secure fit, these speakers provide a superior listening experience without any added bulk. 🔋 Long-Lasting Battery Life With up to 10 hours of continuous playtime, the headband is perfect for overnight listening, workouts, or travel. Recharge quickly with the included USB cable to keep the music going when you need it most. 🛏",,
